time_seconds,ax,ay,az,gx,gy,gz,motion_magnitude
2.446992874145508,-900.0,-84.0,16368.0,-583.0,-126.0,-260.0,16392.939943768477
2.4742379188537598,-1008.0,152.0,16472.0,-604.0,-115.0,-302.0,16503.513322926123
2.500713586807251,-1028.0,196.0,16292.0,-679.0,-53.0,-254.0,16325.576988272114
2.525742769241333,-976.0,16.0,16480.0,-728.0,117.0,-257.0,16508.88342680994
2.5528225898742676,-1000.0,16.0,16348.0,-756.0,167.0,-269.0,16378.564039622033
2.5799100399017334,-1120.0,-4.0,16412.0,-665.0,42.0,-236.0,16450.172035574582
2.605030059814453,-1052.0,-60.0,16480.0,-668.0,-9.0,-239.0,16513.65204913801
2.630197048187256,-956.0,20.0,16316.0,-652.0,-34.0,-246.0,16343.995594713062
2.655463457107544,-920.0,-64.0,16516.0,-708.0,105.0,-273.0,16541.727600223625
2.6822216510772705,-1044.0,-60.0,16292.0,-714.0,83.0,-274.0,16325.52602521585
2.7089765071868896,-1092.0,-48.0,16552.0,-639.0,-36.0,-239.0,16588.052085763415
2.7381768226623535,-1072.0,-64.0,16512.0,-441.0,-354.0,-179.0,16546.885628419626
2.7712299823760986,-904.0,-40.0,16272.0,-403.0,-422.0,-189.0,16297.140853536243
2.799915313720703,-980.0,96.0,16372.0,-463.0,-306.0,-199.0,16401.585289233477
2.8300514221191406,-976.0,16.0,16424.0,-561.0,-157.0,-218.0,16452.981735843507
2.855787754058838,-1012.0,-88.0,16252.0,-595.0,-43.0,-285.0,16283.715546520702
2.882537364959717,-1016.0,220.0,16380.0,-629.0,-68.0,-277.0,16412.953908422456
2.9108264446258545,-1052.0,128.0,16424.0,-678.0,16.0,-248.0,16458.15493911757
2.939364194869995,-948.0,96.0,16356.0,-705.0,58.0,-256.0,16383.731443111486
2.966356039047241,-1144.0,-12.0,16520.0,-703.0,30.0,-239.0,16559.567627205728
2.9924018383026123,-972.0,-40.0,16384.0,-682.0,-2.0,-246.0,16412.85593673447
3.0178706645965576,-1060.0,72.0,16460.0,-609.0,-62.0,-245.0,16494.253059778122
3.0432469844818115,-940.0,-4.0,16264.0,-711.0,58.0,-249.0,16291.142133073421
3.0728046894073486,-1048.0,-72.0,16348.0,-771.0,190.0,-271.0,16381.715172716195
3.0978760719299316,-1012.0,-40.0,16592.0,-642.0,27.0,-258.0,16622.882060581433
3.1236419677734375,-1052.0,-120.0,16452.0,-530.0,-275.0,-194.0,16486.036758420745
3.149250030517578,-972.0,-108.0,16436.0,-319.0,-563.0,-189.0,16465.0704219569
3.173954486846924,-856.0,-220.0,16328.0,-377.0,-491.0,-200.0,16351.902641588837
3.1985433101654053,-984.0,40.0,16252.0,-576.0,-195.0,-452.0,16281.810710114523
3.2228519916534424,-1024.0,96.0,16244.0,-637.0,15.0,-426.0,16276.526902260199
3.2478206157684326,-1032.0,152.0,16316.0,-618.0,-55.0,-306.0,16349.311422809218
3.273427963256836,-1024.0,92.0,16388.0,-645.0,-47.0,-269.0,16420.218756155475
3.300473928451538,-932.0,56.0,16404.0,-672.0,-10.0,-271.0,16430.55008208794
3.331557273864746,-1064.0,36.0,16348.0,-765.0,147.0,-293.0,16382.627872231
3.3566324710845947,-888.0,-56.0,16568.0,-647.0,-22.0,-225.0,16591.874637906352
3.382005453109741,-1012.0,-68.0,16428.0,-639.0,-40.0,-248.0,16459.281636815136
3.406834363937378,-996.0,48.0,16296.0,-711.0,68.0,-249.0,16326.479596042742
3.431957244873047,-1020.0,-16.0,16368.0,-789.0,223.0,-262.0,16399.758534807763
3.457063913345337,-1136.0,-16.0,16372.0,-735.0,258.0,-288.0,16411.372154698096
3.482881784439087,-1296.0,-12.0,16412.0,-649.0,-37.0,-224.0,16463.095213233748
3.5083866119384766,-1044.0,-124.0,16292.0,-437.0,-341.0,-213.0,16325.886683423967
3.534182071685791,-960.0,-112.0,16408.0,-385.0,-465.0,-200.0,16436.441464015257
3.5669262409210205,-1060.0,-4.0,16292.0,-428.0,-370.0,-201.0,16326.447255909658
3.5963447093963623,-952.0,-48.0,16416.0,-533.0,-213.0,-236.0,16443.65117606184
3.6272220611572266,-884.0,-36.0,16448.0,-546.0,-139.0,-270.0,16471.777560421342
3.6595680713653564,-1060.0,48.0,16332.0,-596.0,-143.0,-313.0,16366.43296506603
3.6972079277038574,-1036.0,172.0,16420.0,-614.0,-59.0,-283.0,16453.549161199233
3.7317419052124023,-912.0,116.0,16360.0,-699.0,31.0,-276.0,16385.810935074285
3.7619316577911377,-916.0,28.0,16348.0,-723.0,89.0,-256.0,16373.666174684276
